"UNSPSC_v5_0301";"Translation_German_5_0301";"English_Titles_ 5_0301"
"52141800";"Andere Haushaltsgeräte";"Other domestic household appliances"
"52141801";"Haushaltsnähmaschinen";"Domestic sewing machines"
"52141802";"Haushaltsheizungen";"Domestic space heaters"
"52141803";"Haushaltselektrischebettdecken";"Domestic electric blankets"
"52150000";"Haushaltsküchegeräte";"Domestic kitchenware"
"52151500";"Verfügbare Haushaltsküchegeräte";"Domestic disposable kitchenware"
"52151501";"Verfügbare Haushaltskochgeräte";"Domestic disposable cookware"
"52151502";"Verfügbare Haushaltsteller";"Domestic disposable dishes"
"52151503";"Haushalts disponibel Essbestecke";"Domestic disposable flatware"
"52151504";"Verfügbare Haushaltstassen oder Gläser oder Deckel";"Domestic disposable cups or glasses or lids"
"52151505";"Verfügbare Haushaltsrührer";"Domestic disposable stirrers"
"52151506";"Verfügbare Haushaltslebensmittelbehälter";"Domestic disposable food containers"
"52151600";"Haushalts Küchegeräte und Waren";"Domestic kitchen tools and utensils"
"52151601";"Haushaltsrollendenadel";"Domestic rolling pins"
"52151602";"Haushaltsmischschüssel";"Domestic mixing bowls"
"52151603";"Haushaltsreiben";"Domestic graters"
"52151604";"Haushaltssiebe ";"Domestic strainers or colanders"
"52151605";"Haushaltsdose oder Flascheöffner";"Domestic can or bottle openers"
"52151606";"Haushaltsschneidbretter";"Domestic cutting boards"
"52151607";"Haushaltsmeßtassen";"Domestic measuring cups"
"52151608";"Brattöpfe";"Basters"
"52151609";"Gemüseschäler";"Vegetable peeler"
"52151700";"Haushalts Wohnungsgeräte und Geschirr ";"Domestic flatware and cutlery"
"52151701";"Haushaltsserviertöpfe";"Domestic serving utensils"
"52151702";"Haushaltsmessern";"Domestic knives"
"52151703";"Haushaltsgabeln";"Domestic forks"
"52151704";"Haushaltslöffeln";"Domestic spoons"
"52151800";"Haushaltskochwaren";"Domestic cookware"
"52151801";"Haushaltsholländischeherde";"Domestic dutch ovens"
"52151802";"Haushaltsbratpfannen";"Domestic frying pans"
"52151803";"Haushaltskochtopf";"Domestic saucepans"
"52151804";"Haushaltskesseln";"Domestic kettles"
"52151805";"Haushalts chinesische Pfannen";"Domestic woks"
"52151806";"Haushaltsdämpfer";"Domestic steamers"
"52151807";"Suppentöpfe";"Domestic stock pots"
"52151808";"Haushaltsschnellkochtopf";"Domestic pressure cookers"
"52151809";"Haushaltssautiepfannen";"Domestic saute pans"
"52151900";"Haushaltsbackwaren";"Domestic bakeware"
"52151901";"Haushaltsmuffinpfannen";"Domestic muffin pans"
"52151902";"Haushaltsbackpfannen";"Domestic baking pans"
"52151903";"Haushaltskuchenpfannen";"Domestic cake or pie pans"
"52151904";"Haushaltsbratpfannen";"Domestic roasting pans"
"52151905";"Haushaltsbachschiebe";"Domestic baking sheets"
"52151906";"Haushaltsgrillpfannen";"Domestic broiling pans"
"52151907";"Haushaltsbackschimmel";"Domestic baking molds"
"52152000";"Haushaltstellern und Sevierwaren und Lagerbehälter";"Domestic dishes and servingware and storage containers"
"52152001";"Haushaltskrüge";"Domestic pitchers"
"52152002";"Haushalts Lebensmittellagerbehälter";"Domestic food storage containers"
"52152003";"Haushaltsschüssel";"Domestic punch bowls"
"52152004";"Haushaltsplatten";"Domestic plates"
"52152005";"Haushaltstellern";"Domestic saucers"
"52152006";"Haushaltstablette oder Servierplatte";"Domestic trays or platters"
"52152007";"Haushaltsservierschüsseln";"Domestic serving bowls"
"52152008";"Haushalts Tee und Kaffeekannen";"Domestic tea or coffee pots"
"52152009";"Haushalts Suppe und Salatschüsseln";"Domestic soup or salad bowls"
"52152010";"Haushalts vakuum Taschenflaschen";"Domestic vacuum flasks"
"52152100";"Haushaltstrinktöpfe";"Domestic drinking utensils"
"52152101";"Haushalts Kaffee und Teetassen";"Domestic coffee or tea cups"
"52152102";"Haushaltstrinkgläser";"Domestic drinking glasses"
"52152103";"Haushaltstrinkbecher";"Domestic mugs"
"52152104";"Haushalts";"Domestic stemware"
"52160000";"Konsumelektronischegeräte";"Consumer electronics"
"52161500";"Audiovisuelle Vorrichtung";"Audio and visual equipment"
"52161501";"Kompakt Diskette Rekorder";"Compact disc players"
"52161502";"Kassettenspieler und -recorder";"Cassette players or recorders"
"52161503";"Digitale Video Diskette Spieler";"Digital video disc players"
"52161504";"Video Kassettenrekorder";"Video cassette recorders"
"52161505";"Fernsehern";"Televisions"
"52161507";"Uhrradios";"Clock radios"
"52161508";"Laser Diskette Spieler";"Laser disc players"
"52161509";"Tragbare Stereoanlagen";"Portable stereo systems"
"52161510";"Haus Stereoanlagen";"Home stereo systems"
"52161511";"Radios";"Radios"
"52161512";"Lautsprecher";"Speakers"
"52161513";"Fernseh-Video-Kombinationsgeräte";"Combination television video cassette recorders"
"52161514";"Kopfhörern";"Headphones"
"52161515";"Kompakt Diskette Spieler oder Rekorder";"Compact disk players or recorders"
"52161516";"Digitale Viedo Diskette Spieler oder Rekorder";"Digital video disk players or recorders"
"52161517";"Ausgleicher";"Equalizers"
"52161518";"Globalle Positionierungssystem Empfänger";"Global positioning system receivers"
"52161520";"Mikrophonen";"Microphones"
"52161521";"Multimedia Empfänger";"Multimedia receivers"
"52161522";"Radio Frequenz Scanners";"Radio frequency scanners"
"52161523";"Radio Frequenz Sender Empfänger";"Radio frequency transmittersreceivers"
"52161524";"Radio Empfänger";"Radio receivers"
"52161525";"Fernlenkung";"Remote control"
"52161526";"Satellit Empfänger";"Satellite receivers"
"52161527";"Subwoofers";"Subwoofers"
"52161529";"Video Kassettenspieler oder Rekorder";"Video cassette players or recorders"
"52161530";"Video Monitoren";"Video monitors"
"52170000";"Haushaltswandzubehöre";"Domestic wall treatments"
"52171000";"Badezimmerwandzubehöre";"Bathroom wall treatments"
"52171001";"Hängende Toilette Ordner oder Brett";"Hanging toiletry organizer or shelf"
"53000000";"Kleidung und Gepäck und Personalpflege Produkte";"Apparel and Luggage and Personal Care Products"
"53100000";"Kleidungen";"Clothing"
"53101500";"Slacks und Hosen und Shorts";"Slacks and trousers and shorts"
"53101501";"Slacks und Hosen und Shorts für Knaben";"Boys slacks or trousers or shorts"
"53101502";"Slacks und Hosen und Shorts für Männer";"Mens slacks or trousers or shorts"
"53101503";"Slacks und Hosen und Shorts für Mädchen";"Girls slacks or trousers or shorts"
"53101504";"Slacks und Hosen und Shorts für Frauen";"Womens slacks or trousers or shorts"
"53101505";"Slacks und Hosen und Shorts für Kinder";"Infants slacks or trousers or shorts"
"53101600";"Hemde und Blusen";"Shirts and blouses"
"53101601";"Hemde für Knaben";"Boys shirts"
"53101602";"Hemde für Männer";"Mens shirts"
"53101603";"Hemde oder Blusen für Mädchen";"Girls shirts or blouses"
"53101604";"Hemde oder Blusen für Frauen";"Womens shirts or blouses"
"53101605";"Hemde oder Blusen für Kinder";"Infants shirts or blouses"
"53101700";"Pullovers";"Sweaters"
"53101701";"Pullovers für Knaben";"Boys sweaters"
"53101702";"Pullovers für Männer";"Mens sweaters"
"53101703";"Pullovers für Mädchen";"Girls sweaters"
"53101704";"Pullovers für Frauen";"Womens sweaters"
"53101705";"Pullovers für Kinder";"Infants sweaters"
"53101800";"Mäntel und Jacken";"Coats and jackets"
"53101801";"Mäntel oder Jacken für Knaben";"Boys coats or jackets"
"53101802";"Mäntel oder Jacken für Männer";"Mens coats or jackets"
"53101803";"Mäntel oder Jacken für Mädchen";"Girls coats or jackets"
"53101804";"Mäntel oder Jacken für Frauen";"Womens coats or jackets"
"53101805";"Mäntel oder Jacken für Kinder";"Infants coats or jackets"
"53101900";"Anzüge";"Suits"
"53101901";"Anzüge für Knaben";"Boys suits"
"53101902";"Anzüge für Männer";"Mens suits"
"53101903";"Anzüge für Mädchen";"Girls suits"
"53101904";"Anzüge für Frauen";"Womens suits"
"53101905";"Anzüge für Kinder";"Infants suits"
"53102000";"Kleidungen und Röcke und Saris und Kimonos";"Dresses and skirts and saris and kimonos"
"53102001";"Kleidungen und Röcke und Saris und Kimonos für Mädchen";"Girls dresses or skirts or saris or kimonos"
"53102002";"Kleidungen und Röcke und Saris und Kimonos für Frauen";"Womens dresses or skirts or saris or kimonos"
"53102003";"Kleidungen und Röcke und Saris und Kimonos für Kinder";"Infants dresses or skirts or saris or kimonos"
"53102100";"Overalls und Coveralls ";"Overalls and coveralls"
"53102101";"Overalls und Coveralls für Knaben";"Boys overalls or coveralls"
"53102102";"Overalls und Coveralls für Männer";"Mens overalls or coveralls"
"53102103";"Overalls und Coveralls für Mädchen";"Girls overalls or coveralls"
"53102104";"Overalls und Coveralls für Frauen";"Womens overalls or coveralls"
"53102105";"Overalls und Coveralls für Kinder";"Infants overalls or coveralls"
"53102200";"Folklorik Kleidungen";"Folkloric clothing"
"53102201";"Folklorik Kleidungen für Knaben";"Boys folkloric clothing"
"53102202";"Folklorik Kleidungen für Männer";"Mens folkloric clothing"
"53102203";"Folklorik Kleidungen für Mädchen";"Girls folkloric clothing"
"53102204";"Folklorik Kleidungen für Frauen";"Womens folkloric clothing"
"53102205";"Folklorik Kleidungen für Kinder";"Infants folkloric clothing"
"53102300";"Unterkleidungen";"Undergarments"
"53102301";"Unterhemden";"Undershirts"
"53102302";"Unterröcke";"Slips"
"53102303";"Unterhosen";"Underpants"
"53102304";"Brusthälter";"Brassieres"
"53102305";"Kinderwindeln";"Infant diapers"
"53102306";"Windeln für Erwachsene";"Adult diapers"
"53102307";"Körperförmige Kleidungen";"Body shaping garments"
"53102400";"Strumpfwaren";"Hosiery"
"53102401";"Strümpfe";"Stockings"
"53102402";"Socken";"Socks"
"53102403";"Unterhose";"Panty hose"
"53102404";"Strumpfhosen";"Tights"
"53102500";"Kleidungszubehöre";"Clothing accessories"
"53102501";"Gürtel oder Hosenträger";"Belts or suspenders"
"53102502";"Krawatte oder Schultertuch oder Halsschal";"Ties or scarves or mufflers"
"53102503";"Hütte";"Hats"
"53102504";"Handschuhe oder Fausthandschuhe";"Gloves or mittens"
"53102505";"Regenschirme";"Umbrellas"
"53102506";"Schweißbände";"Sweat bands"
"53102507";"Kleidungshänger";"Clothing hangers"
"53102600";"Schlafanzug";"Nightwear"
"53102601";"Pyjamas, Nachthemden oder Morgenröcke für Jungen";"Boys pajamas or nightshirts or robes"
"53102602";"Pyjamas, Nachthemden oder Morgenröcke für Herren";"Mens pajamas or nightshirts or robes"
"53102603";"Pyjamas, Nachthemden oder Morgenröcke für Mädchen";"Girls pajamas or nightshirts or robes"
"53102604";"Pyjamas, Nachthemden oder Morgenröcke für Damen";"Womens pajamas or nightshirts or robes"
"53102605";"Pyjamas, Nachthemden oder Morgenröcke für Babys";"Infants pajamas or nightshirts or robes"
"53102606";"Bademäntel";"Bath robes"
"53102700";"Uniformen";"Uniforms"
"53102701";"Mititärische Uniformen";"Military uniforms"
"53102800";"Badeanzug";"Swimwear"
"53102801";"Badeanzug für Männer";"Mens swimwear"
"53102802";"Badeanzug für Frauen";"Womens swimwear"
"53102803";"Badeanzug für Knaben";"Boys swimwear"
"53102804";"Badeanzug für Mädchen";"Girls swimwear"
"53102805";"Badeanzug für Kinder";"Infants swimwear"
"53102900";"Sportkleider";"Athletic wear"
"53102901";"Sportkleider für Frauen";"Womens athletic wear"
"53102902";"Sportkleider für Männer";"Mens athletic wear"
"53102903";"Sportkleider für Knaben";"Boys athletic wear"
"53102904";"Sportkleider für Mädchen";"Girls athletic wear"
"53110000";"Schuhwerk";"Footwear"
"53111500";"Stiefel";"Boots"
"53111501";"Stiefel für Männer";"Mens boots"
"53111502";"Stiefel für Frauen";"Womens boots"
"53111503";"Stiefel für Knaben";"Boys boots"
"53111504";"Stiefel für Mädchen";"Girls boots"
"53111505";"Stiefel für Kinder";"Infants boots"
"53111600";"Schuhe";"Shoes"
"53111601";"Schuhe für Männer";"Mens shoes"
"53111602";"Schuhe für Frauen";"Womens shoes"
"53111603";"Schuhe für Knaben";"Boys shoes"
"53111604";"Schuhe für Mädchen";"Girls shoes"
"53111605";"Schuhe für Kinder";"Infants shoes"
"53111700";"Hausschuhe";"Slippers"
"53111701";"Hausschuhe für Männer";"Mens slippers"
"53111702";"Hausschuhe für Frauen";"Womens slippers"
"53111703";"Hausschuhe für Knaben";"Boys slippers"
"53111704";"Hausschuhe für Mädchen";"Girls slippers"
"53111705";"Hausschuhe für Kinder";"Infants slippers"
"53111800";"Sandalen";"Sandals"
"53111801";"Sandalen für Männer";"Mens sandals"
"53111802";"Sandalen für Frauen";"Womens sandals"
"53111803";"Sandalen für Knaben";"Boys sandals"
"53111804";"Sandalen für Mädchen";"Girls sandals"
"53111805";"Sandalen für Kinder";"Infants sandals"
"53111900";"Sport Schuhwerk";"Athletic footwear"
"53111901";"Sport Schuhwerk für Männer";"Mens athletic footwear"
"53111902";"Sport Schuhwerk für Frauen";"Womens athletic footwear"
"53111903";"Sport Schuhwerk für Knaben";"Boys athletic footwear"
"53111904";"Sport Schuhwerk für Mädchen";"Girls athletic footwear"
"53111905";"Sport Schuhwerk für Kinder";"Infants athletic footwear"
"53120000";"Gepäck, Handtaschen, Rucksäcke und Taschen";"Luggage and handbags and packs and cases"
"53121500";"Gepäck";"Luggage"
"53121501";"Kleidungstaschen";"Garment bags"
"53121502";"Gepäcksätze";"Luggage sets"
"53121503";"Individuelle Gepäckstücke";"Individual luggage pieces"
"53121600";"Geldbeutel und Handtaschen und Taschen";"Purses and handbags and bags"
"53121601";"Handtaschen oder Geldbeutel";"Handbags or purses"
"53121602";"Matchbeutel";"Duffel bags"
"53121603";"Rücksäcke";"Backpacks"
"53121604";"Brillekisten";"Eyeglass cases"
"53121605";"Geldbeutel";"Coin purses"
"53121606";"Lippenstiftkasten";"Lipstick cases"
"53121700";"Geschäftstaschen";"Business cases"
"53121701";"Koffer";"Briefcases"
"53121702";"Aktentasche";"Attaches"
"53121704";"Aktenmappen";"Portfolios"
"53121705";"Zubehörtaschen";"Equipment cases"
"53121800";"Reisegepäcke und Zubehöre";"Travel kits and accessories"
"53121801";"Reisegepäcke";"Travel kits"
"53121802";"Reisekarren";"Travel carts"
"53121803";"Kleidungsbrüsten";"Garment brushes"
"53121804";"Makeup oder Maniküre Kisten";"Makeup or manicure cases"
"53130000";"Persönliche Pflege Produkten";"Personal care products"
"53131500";"Zahn";"Dental"
"53131501";"Mundwasser";"Mouthwash"
"53131502";"Zahnpasta";"Toothpaste"
"53131503";"Zahnbrüste";"Toothbrushes"
"53131504";"Zahnseide";"Dental floss"
"53131505";"Beruhiger oder Friedensstifter oder Schnuller für Kinder";"Infant soother or pacifier or dummy"
"53131600";"Bad und Körper";"Bath and body"
"53131601";"Duschemütze";"Shower caps"
"53131602";"Haarpflege Produkten";"Hair care supplies"
"53131603";"Rasierer";"Razors"
"53131604";"Haarkamm und Brüsten";"Hair combs or brushes"
"53131605";"Eitelkeitskisten";"Vanity kits"
"53131606";"Deodorants";"Deodorants"
"53131607";"Haut oder Körper Lotion";"Hand or body lotions"
"53131608";"Seifen";"Soaps"
"53131609";"Sonnenschutz Produkten";"Sun protection products"
"53131610";"Augenpflege Lieferungen";"Eye care supplies"
"53131611";"Rasiercreme";"Shaving creams"
"53131612";"Badgels";"Bath gels"
"53131613";"Hautpflege Produkten";"Skin care products"
"53131614";"Fußpflege Produkten";"Foot care products"
"53131615";"Weibliche Gesundheitspflege Produkten";"Feminine hygiene products"
"53131616";"Para Pharmazeutische Cremes und Lotions";"Para pharmaceutical creams or lotions"
"53131617";"Maniküre Geräte";"Manicure implements"
"53131618";"Pediküre Geräte";"Pedicure implements"
"53131619";"Kosmetika";"Cosmetics"
"53131620";"Pärfume oder Colognes oder Duften";"Perfumes or colognes or fragrances"
"53131621";"Nagelschere";"Nail clippers"
"53131622";"Kondom";"Condoms"
"53131623";"Haareentfernungs Produkte oder Enthaarungsmittel";"Hair removal or depilatory products"
"53131624";"Verfügbare personalle Wischere";"Disposable personal wipes"
"53131625";"Haare oder Bartnetze";"Hair or beard nets"
"53131626";"Hand-Desinfektionsmittel";"Hand sanitizer"
"53131627";"Handsauberer";"Hand cleaner"
"53131700";"Augenzubehöre";"Eyewear"
"53131701";"Optische Gläser oder Brillen";"Optical glasses or spectacles"
"53131702";"Kontakt Gläser";"Contact lenses"
"53131703";"Sonnenbrillen";"Sunglasses"
"53140000";"Nähgeräte und Zubehöre";"Sewing supplies and accessories"
"53141500";"Nähverschlüße";"Sewing fasteners"
"53141501";"Gerade Nadeln";"Straight pins"
"53141502";"Sicherheitsnadeln";"Safety pins"
"53141503";"Reißverschlüße";"Zippers"
"53141504";"Schnallen";"Buckles"
"53141505";"Knöpfe";"Buttons"
"53141506";"Druckknöpfe";"Snaps"
"53141507";"Haken";"Clasps"
"53141600";"Verschiedenartige Nähgeräte";"Miscellaneous sewing supplies"
"53141601";"Nadelpolstern";"Pin cushions"
"53141602";"Nähkisten";"Sewing kits"
"53141603";"Fingerhüte";"Thimbles"
"53141604";"Nähmuster";"Sewing patterns"
"54000000";"Zeitstücke und Schmuck und Juwelen Produkte";"Timepieces and Jewelry and Gemstone Products"
"54100000";"Schmuck";"Jewelry"
"54101500";"Feinschmuck";"Fine jewelry"
"54101501";"Gold oder Silber oder Platinketten";"Gold or silver or platinum chains"
"54101502";"Fein Schmuck Halsketten";"Fine jewelry necklaces"
"54101503";"Fein Schmuck Ringe";"Fine jewelry rings"
"54101504";"Fein Schmuck Ohrringe";"Fine jewelry earrings"
"54101505";"Fein Körperschmuck";"Fine body jewelry"
"54101506";"Fein Schmuck Armbände";"Fine jewelry bracelets"
"54101600";"Modeschmuck";"Imitation jewelry"
"54101601";"Armbände";"Bracelets"
"54101602";"Halsketten";"Necklaces"
"54101603";"Fingerringe";"Rings"
"54101604";"Ohrringe";"Earrings"
"54101605";"Körperschmuck";"Body jewelry"
"54110000";"Zeitstücke";"Timepieces"
"54111500";"Uhren";"Watches"
"54111501";"Armbanduhren";"Wrist watches"
"54111502";"Taschenuhren";"Pocket watches"
"54111600";"Uhren";"Clocks"
"54111601";"Wanduhren";"Wall clocks"
"54111602";"Tischuhren oder Kaminsims";"Mantel or table clocks"
"54111603";"Freistehende Uhren";"Free standing clocks"
"54111700";"Uhrzubehöre";"Watch or clock parts"
"54111701";"Uhrblatt";"Watch or clock dials"
"54111702";"Uhrglas";"Watch or clock crystals"
"54111703";"Uhrplatten oder Brücken";"Watch or clock plates or bridges"
"54111704";"Uhrbände oder Armbanduhren";"Watch straps or bands or bracelets or fobs"
"54120000";"Edelsteine";"Gemstones"
"54121500";"Juwelen";"Precious stones"
"54121501";"Diamant Edelsteine";"Diamond gemstones"
"54121502";"Smaragd Edelsteine";"Emerald gemstones"
"54121503";"Rubin Edelsteine";"Ruby gemstones"
"54121504";"Saphir Edelsteine";"Sapphire gemstones"
"54121600";"Halbedelsteine";"Semi precious stones"
"54121601";"Granate";"Garnet gemstones"
"54121602";"Jade";"Jade gemstones"
"54121603";"Opal Juwelen";"Opal gemstones"
"54121700";"Perlen";"Pearls"
"54121701";"Zuchtperlen";"Cultured pearls"
"54121702";"Natürliche Perlen";"Natural pearls"
"54121800";"Industrielle Edel- und Halbedelsteine";"Industrial precious and semi precious stones"
"54121801";"Industriediamanten";"Industrial diamonds"
"54121802";"Industriegranate";"Industrial garnets"
"55000000";"Veröffentichliche Produkte";"Published Products"
"55100000";"Druckmedien";"Printed media"
"55101500";"Gedruckte Veröffentlichung";"Printed publications"
"55101501";"Schaubilder oder Landkarten oder Atlas";"Charts or maps or atlases"
"55101502";"Adreßbücher";"Directories"
"55101503";"Katalogs";"Catalogs"
"55101504";"Zeitungen";"Newspapers"
"55101505";"Komische Bücher";"Comic books"
"55101506";"Zeitschriften";"Magazines"
"55101507";"Bilder oder Zeichen oder Malenbücher für Kinder";"Picture or drawing or coloring books for children"
"55101509";"Lehr oder Berufbildungsbücher";"Educational or vocational textbooks"
"55101510";"Freizeitslesebücher";"Leisure reading books"
"55101511";"Referenzbücher";"Reference books"
"55101513";"Geschäftskarten";"Trading cards"
"55101514";"Notenblätter";"Sheet music"
"55101515";"Versetzungsmaterial oder Jahresbericht";"Promotional material or annual reports"
"55101516";"Operation oder Instruktionshandbuch";"Operation and instruction manuals"
"55101517";"Ausverkaufs oder dimensionelle Zeichnungen";"Clearance and dimensional drawings"
"55101518";"Technische Diagramme oder Zeichnungen";"Technical diagrams or drawings"
"55101519";"Zeitschriften";"Periodicals"
"55101520";"Instruktionsblätter oder Bücher";"Instruction sheets or booklets"
"55101521";"Besitzer oder Benutzerhandbuch";"Owner or user manuals"
"55110000";"Elektronische Referenzmaterial";"Electronic reference material"
"55111500";"Elektronische Veröffentlichungen und Musik";"Electronic publications and music"
"55111501";"Elektronische Adreßbücher";"Electronic directories"
"55111502";"Elektronische Wörterbücher";"Electronic dictionaries"
"55111503";"Elektronische Enzyklopädien";"Electronic encyclopedias"
"55111504";"Elektronische Katalogs";"Electronic catalogs"
"55111505";"Bücher oder Kassette oder Kompakt Diskette ";"Books on tape or compact disc"
"55111506";"Elektronische Zeitschriften";"Electronic magazines"
"55111507";"Elektronische Zeitungen";"Electronic newspapers"
"55111508";"Elektronische Schaubilder oder Landkarten oder Atlas";"Electronic charts or maps or atlases"
"55111509";"Hintergrundmusik";"Background music"
"55111510";"Filme auf Zelluloid";"Motion pictures on celluloid"
"55111511";"Filmen auf Videorekorder";"Motion pictures on video tape"
"55111600";"Elektronische Software Referenzmaterial";"Electronic Software reference material"
"55111601";"Elektronische Software Dokumentation und Benutzerhandbuch";"Electronic Software Documentation and User Manuals"
"55120000";"Zeichen und Zubehöre";"Signage and accessories"
"55121500";"Schilder";"Tags"
"55121501";"Gepäckschilder";"Luggage tags"
"55121502";"Sicherheitsschilder";"Security tags"
"55121503";"Identifikationsschilder";"Identification tags"
"55121600";"Zetteln";"Labels"
"55121601";"Zettelentfernungskisten";"Label removing kits"
"55121602";"Kleidungszettel";"Clothing labels"
"55121604";"Behaltung und Abfüllungszettel";"Canning or bottling labels"
"55121605";"Adreße oder Briefzettel";"Addressing or mailing labels"
"55121606";"Selbst klebende Zettel";"Self adhesive labels"
"55121607";"Abziehbilder";"Decals"
"55121608";"Barkode Zettel";"Bar code labels"
"55121609";"Verpackungszettel";"Packaging labels"
"55121610";"Etiketten mit durchgehender Numerierung";"Consecutively numbered labels"
"55121611";"Zettelherstellungsbände";"Label making tapes"
"55121700";"Zeichen";"Signage"
"55121701";"Metallische Namenzettel";"Metallic nameplates"
"55121702";"Namenschilder aus nicht metallen Materiallen";"Non metallic nameplates"
"55121703";"Leuchtschilder";"Illuminated signs"
"55121704";"Sicherheitszeichen";"Safety signs"
"55121705";"Selbst klebende Zeichen";"Self adhesive signs"
"55121706";"Banners";"Banners"
"55121707";"Magnetische Zeichen";"Magnetic signs"
"55121708";"Neonzeichen";"Neon signs"
"55121709";"Bewegliche Nachricht Zeichen";"Moving message signs"
"55121710";"Verkehrszeichen";"Traffic signs"
"55121711";"Reklametafel";"Billboards"
"55121712";"Richtungszeichen";"Directional signs"
"55121713";"Kaufpunktszeichen";"Point of purchase signs"
"55121714";"Wimpeln";"Pennants"
"55121715";"Fahnen";"Flags"
"55121716";"Holzzeichen";"Wooden signs"
"55121717";"Markierungsplatten";"Marker plates"
"55121718";"Informationszeichen";"Informational signs"
"56000000";"Möbel und Einrichtungsgegenstände";"Furniture and Furnishings"
"56100000";"Unterkunftsmöbel";"Accommodation furniture"
"56101500";"Möbel";"Furniture"
"56101501";"Stände";"Stands"
"56101502";"Sofas";"Sofas"
"56101503";"Ständer ";"Coat racks"
"56101504";"Stühle";"Chairs"
"56101505";"Unterhaltungszentrumen";"Entertainment centers"
"56101506";"Futons";"Futons"
"56101507";"Bücherständer";"Bookcases"
"56101508";"Matratzen";"Mattresses"
"56101509";"Garderobiere oder Armoiren";"Dressers or armoires"
"56101510";"Raumteiler";"Partitions"
"56101512";"Stühle";"Stools"
"56101513";"Feldbetten";"Cots"
"56101514";"Fußstühle";"Foot stools"
"56101515";"Betten";"Beds"
"56101516";"Kasten";"Chests"
"56101518";"Wandstände";"Wall racks"
"56101519";"Tische";"Tables"
"56101520";"Schliessfach";"Lockers"
"56101521";"Bett Kopf und Fußdiele";"Bed headboard or footboard"
"56101522";"Sessel";"Arm chair"
"56101600";"Gartenmöbel";"Outdoor furniture"
"56101601";"Gartenschirme";"Outdoor umbrellas"
"56101602";"Gartenstühle";"Outdoor chairs"
"56101603";"Gartentische oder Picknicktische";"Outdoor tables or picnic tables"
"56101604";"Gartenschaukeln";"Outdoor swings"
"56101605";"Gartenbänke";"Outdoor benches"
"56101700";"Büromöbel";"Office furniture"
"56101701";"Credenzas";"Credenzas"
"56101702";"Füllungskabinette";"Filing cabinets"
"56101703";"Schreibtische";"Desks"
"56101704";"Tischbasis";"Table base"
"56101800";"Möbel für Säuglinge und Kleinkinder und Zubehöre";"Baby and toddler furniture and accessories"
"56101803";"Babytragetaschen, Kinderwagen oder Bummler(Spaziergänger)";"Carriages or perambulators or strollers"
"56101804";"Kinderbettchen oder Laufgitter";"Cribs or playpens"
"56101805";"Autositze";"Car seats"
"56101806";"Hochstühle oder Zubehöre";"High chairs or accessories"
"56101807";"Schwungsitze oder Baby-Hopser";"Bouncer seats or jumpers"
"56101808";"Schaukel oder Baby-Hopser oder Zubehöre";"Swings or jumpers or accessories"
"56101809";"Töpfchensitze";"Potty seats"
"56101810";"Kinder Badewannen";"Baby baths or tubs"
"56101811";"Schalen oder Wiegen";"Bassinets or cradles"
"56110000";"Kommerzielle und Industriemöbel";"Commercial and industrial furniture"
"56111500";"Arbeitslokal und Büropaketen";"Workstations and office packages"
"56111501";"Modular Büroempfangspaketen";"Modular reception office packages"
"56111502";"Schranksysteme oder nicht modulare Exekutiv Büropaketten";"Casegood or non modular executive office packages"
"56111503";"Modular Exekutiv Büropaketten";"Modular executive office packages"
"56111504";"Schranksysteme oder nicht modulare Programme für Verwaltungsbüros";"Casegood or non modular managerial office packages"
"56111505";"Modular Leiter Büropaketten";"Modular managerial office packages"
"56111506";"Schranksysteme oder nicht modulare Programme für Teambüros";"Casegood or non modular staff office packages"
"56111507";"Modular Belegschaft Büropaketten";"Modular staff office packages"
"56111508";"Schranksysteme oder nicht modulare Programme für Produktionsbüros";"Casegood or non modular technical office packages"
"56111509";"Modular technische Belegschaft Büropaketten";"Modular technical office packages"
"56111510";"Schranksysteme oder nicht modulare Programme für Einzelbüros";"Casegood or non modular clerical office packages"
"56111511";"Modular klerikal Belegschaft Büropaketten";"Modular clerical office packages"
"56111512";"Schranksysteme oder nicht modulare Programme für Empfänge";"Casegood or non modular reception office packages"
"56111513";"Nicht modulare Programme für Konferenzräume";"Conference or non modular room packages"
"56111600";"Tafelsystemen";"Panel systems"
"56111601";"Wandschirme für Tafelsystemen";"Screens for panel systems"
"56111602";"Lagerung für Tafelsystemen";"Storage for panel systems"
"56111603";"Organisation für Tafelsystemen";"Organization for panel systems"
"56111604";"Arbeitsflächen für Tafelsystemen";"Work surfaces for panel systems"
"56111605";"Beleuchtung oder Elektrizität oder Dateikomponeneten für Tafelsystemen";"Lighting or power or data components for panel systems"
"56111606";"Teile oder Zubehöre für Tafelsystemen";"Parts or accessories panel systems"
"56111700";"Schranksysteme oder nicht modulare Systeme";"Casegood and non modular systems"
"56111701";"Schrank- oder nicht modulare Schreibtischsysteme";"Casegood  or non modular desk"
"56111702";"Schrank- oder nicht modulare Credenza";"Casegood or non modular credenza"
"56111703";"Schrank- oder nicht modulare Ablagesysteme";"Casegood or non modular storage"
"56111704";"Schrank- oder nicht modulare Organisationssysteme";"Casegood or non modular organization"
"56111705";"Schrank- oder nicht modulare Systeme für Beleuchtungs-, Strom- und Datenkomponenten";"Casegood or non modular lighting or power or data components"
