"Elnumber";"ProductGroupID";"DescShort";"Grouping";"SupplierNo";"SequenceNo";"HeaderText";"FooterText";"Picture"
"1471010";"18296-X";"Artic AD2DS  2xtrykk 60-300W";"";"975265";"29000";"";"";""
"1471014";"18296-X";"Artic APE10  trykk";"";"975265";"32000";"<b>Potmeter  1-10V</b>";"";""
"1471077";"18296-X";"UNI AD400VH  vri 60-400W";"";"975265";"35000";"<b>Hastighetsregulator.</b>";"";""
"1471064";"18296-X";"Artic LHR-10, syklustid ca. 10 min. 10A-2500W";"";"975265";"38000";"<b>Varmekabelregulator.</b>";"";""
"1471089";"18296-X";"Artic/Basic påveggskappe 27mm enkel";"Påveggskapper";"975265";"44000";"";"";""
"1471095";"18296-X";"Artic/Basic påveggskappe 40mm enkel";"Påveggskapper";"975265";"45000";"";"";""
"1471096";"18296-X";"Artic/Basic påveggskappe 40mm dobbel";"Påveggskapper";"975265";"46000";"";"";""
"1471081";"18296-X";"Påveggskappe enkel, 30mm PU-1F";"Påveggskapper";"975265";"47000";"";"";""
"1471082";"18296-X";"Påveggskappe dobbel, 30mm PU-2F";"Påveggskapper";"975265";"48000";"";"";""
"1471083";"18296-X";"Påveggskappe trippel, 30mm PU-3F";"Påveggskapper";"975265";"49000";"";"";""
"1471319";"18330-X";"2299 maks. 1,0 A";"For innfelt montasje, polarhvit";"949210";"3000";"";"";"hlr-system/Print/GRUPPE14/1471319.eps"
"1471320";"18330-X";"2297 maks. 2,0 A";"For innfelt montasje, polarhvit";"949210";"4000";"";"";""
"1471321";"18330-X";"2296 (2 kammer boks) maks. 5,0 A";"For innfelt montasje, polarhvit";"949210";"5000";"";"";""
"1471171";"18330-X";"2299 AG maks. 1,0 A";"For påveggsmontasje, sprutsikker, grå";"949210";"7000";"";"";""
"1471152";"18330-X";"2297 AG maks. 2,0 A";"For påveggsmontasje, sprutsikker, grå";"949210";"8000";"";"";""
"1471176";"18330-X";"2296 AG maks. 5,0 A";"For påveggsmontasje, sprutsikker, grå";"949210";"9000";"";"";"hlr-system/Print/GRUPPE14/1471176.eps"
"1471255";"18348-X";"1701 Sokkel enkel for  IR system";"Påveggskapper";"949210";"3000";"";"";""
"1471256";"18348-X";"1702 Sokkel dobbel for  IR system";"Påveggskapper";"949210";"4000";"";"";""
"1471258";"18348-X";"2551 Sokkel enkel for 2210,6513";"Påveggskapper";"949210";"5000";"";"2250,2247.6591,2112,6517";""
"1471259";"18348-X";"2252 Sokkel dobbel";"Påveggskapper";"949210";"7000";"";"";""
"1471311";"18348-X";"2210";"For glødelamper";"949210";"9000";"";"";"hlr-system/Print/GRUPPE14/1471311.eps"
"1471312";"18348-X";"2250";"For glødelamper";"949210";"10000";"";"Påveggkappe se El.nr. 14 712 58";""
"1471306";"18348-X";"6500 1000VA For montering i enkel boks";"";"949210";"14000";"<b>Jerntrafoer og glødelamper</b>";"Monteres i enkel veggboks eller påvegg med

sokkel El.nr. 14 712 58";""
"1471316";"18348-X";"2247";"Lavvolt/Halogen for ringkjernetrafo";"949210";"18000";"";"Monteres i dobbel veggboks eller påvegg med

sokkel  El.nr. 14 712 59

Softstarter, se El.nr. 14 320 43

Kortslutnings- og overbelastningssikker, orienteringslys i knappen.

BRUMFRI";""
"1471318";"18348-X";"6513";"Lavvolt/Halogen, for elektroniske trafoer og glødelamper";"949210";"25000";"";"";""
"1471328";"18348-X";"6519";"Lavvolt/Halogen, for elektroniske trafoer og glødelamper";"949210";"26000";"";"Påveggskappe 2551, se også El.nr. 14 712 58.";""
"1471322";"18348-X";"2112";"";"949210";"30000";"<b>Potensiometer</b>
For regulering av elektronisk forkoblingsutstyr";"";""
"1471332";"18348-X";"6591";"";"949210";"34000";"<b>Universaldimmer</b>
For elektroniske trafoer, ringkjerne-/pakketrafoer,
glødelamper og lysrør med elektronisk forkoblingsutstyr";"";""
"1471333";"18348-X";"6517";"";"949210";"36000";"<b>Dimmer for kronevender</b>";"";""
"1471300";"18348-X";"Endevender dimmer 6592";"";"949210";"37000";"";"";""
"1471302";"18348-X";"Universal dimmer 420W 6591";"";"949210";"38000";"";"";""
"1471305";"18348-X";"Dobbel dimmer 6565 2x315W";"";"949210";"39000";"";"";""
"1471335";"18348-X";"Masterdimmer 6593 500 W skinnemont,";"Dimmere for skinnemontasje";"";"41000";"";"";"hlr-system/Print/GRUPPE14/1471335.eps"
"1471336";"18348-X";"Slavedimmer 6594 420 W skinnemont.";"Dimmere for skinnemontasje";"";"42000";"";"Begge typer er universaldimmere og kan benyttes til EIB";""
"1471340";"18348-X";"Master dimmer 500W 6583";"Dimmere for skinnemontasje";"949210";"44000";"";"";""
"1471341";"18348-X";"Slave dimmer 420W 6584";"Dimmere for skinnemontasje";"949210";"45000";"";"";""
"1471342";"18348-X";"Impuls element for master dimmer 6543/10";"Dimmere for skinnemontasje";"949210";"46000";"";"";""
"1471343";"18348-X";"Knappdimmer element for master dimmer 6543/11";"Dimmere for skinnemontasje";"949210";"47000";"";"";""
"1471344";"18348-X";"Timer element for master dimmer 6543/12";"Dimmere for skinnemontasje";"949210";"48000";"";"";""
"1471400";"18438-X";"RS16/R16 A Varmeregulator PH";"";"938211";"3000";"<b>Varmekabelregulator, elektronisk</b>";"";""
"1471504";"18438-X";"GL 200 PH for bevegelig ledning 25 - 180W";"Innfelt dimmer for glødelamper,";"938211";"5000";"";"";""
"1471449";"18438-X";"RS 16/300GL  vri 60 - 300W";"Innfelt dimmer for glødelamper,";"938211";"6000";"";"";""
"1471450";"18438-X";"RS 16/400 GLI  trykk 60 - 400W";"";"938211";"8000";"<b>For glødeamper,  300w 230 halogen og 300VA jernkjernetrafo</b>";"";""
"1471451";"18438-X";"RS 16/315 GLE  trykk          40- 315 W";"For glødelamper/elektronisk trafo";"938211";"10000";"";"";"hlr-system/Print/GRUPPE14/1471451.eps"
"1471452";"18438-X";"RS 16/630 GLE  trykk          40 - 630 W";"For glødelamper/elektronisk trafo";"938211";"11000";"";"";""
"1471470";"18438-X";"RS16/1000GLE PH  trykk    40 - 1000W";"For glødelamper/elektronisk trafo";"938211";"12000";"";"";""
"1471464";"18438-X";"RS 16/300 GLE u  trykk       40 - 300W";"For glødelamper/elektronisk trafo";"938211";"13000";"";"";""
"1471462";"18438-X";"RS 16/350 HA Jernkjernetrafo  trykk 25 - 350 W";"For lysrør/lavvolt halogen konv.";"938211";"15000";"";"";""
"1471463";"18438-X";"RS 16/350 LR lysrørlast  trykk  25 - 350 W";"For lysrør/lavvolt halogen konv.";"938211";"16000";"";"";""
"1471512";"18438-X";"Bunnbelastning";"For lysrør/lavvolt halogen konv.";"938211";"17000";"";"";""
"1471455";"18438-X";"RS 16/1 - 10          LRE  trykk";"";"938211";"19000";"<b>Potmeter 1 - 10 V</b>";"";""
"1471456";"18438-X";"RS 16/400 HR  vri 60 - 400 VA";"";"938211";"21000";"<b>Hastighetsregulator, innfelt</b>";"";""
"1471457";"18438-X";"RS16/300 GLI/8A R trykk  60 - 300 W";"Kombidimmer";"938211";"23000";"";"";"hlr-system/Print/GRUPPE14/1471457.eps"
"1471473";"18438-X";"RS16/600 UniversaI I PH  trykk";"Kombidimmer";"938211";"24000";"";"";""
"1471461";"18438-X";"RS16/400 GLE/I TOUCH PH";"For gløde- eller halogenlamper";"938211";"26000";"";"";""
"1471466";"18438-X";"Bibetjeningsenhet for RS16/400 GLE/I   trykk";"For gløde- eller halogenlamper";"938211";"27000";"";"";""
"1471458";"18438-X";"RS16/1000 LRI  trykk 60 - 600 VA";"";"938211";"29000";"<b>Gløde-, halogenlampe m/magn.trafo, lysrør og småmotorer 1-fas</b>";"";""
"1471471";"18438-X";"Elektronisk trafo: 40-450VA.";"";"938211";"36000";"<b>Dimmer for elektronisk trafo: 40-450VA.</b>
Sikring: elektronisk kortslutningssikring og temperatursikring.
Ohmsk last - glødelampe: 40-450W.
230W halogenlampe: 40-400V.
RS16/450GLE/I  trykk";"";"hlr-system/Print/GRUPPE14/1471471.eps"
"1471472";"18438-X";"Elektronisk trafo: 40-600VA.";"";"938211";"41000";"<b>Dimmer for elektronisk trafo: 40-600VA.</b>
Ohmsk last - glødelampe: 40-600W.
230W halogenlampe: 40-550V.
RS16/600/GLE/I  trykk";"";""
"1471460";"18438-X";"GLE 750";"";"938211";"43000";"<b>Innbyggningsdimmer</b>";"";""
"1471475";"18438-X";"RS16/315 GLE 2-pol";"";"938211";"45000";"<b>2-polet dimmer</b>";"";""
"1471440";"18438-X";"L3033/3034 Stort dimmerratt";"Servicepakker for dimmere";"938211";"47000";"";"";""
"1410790";"64225-X";"Plus Bevegelsesføler 400    PH";"";"938211";"2000";"";"";""
"1410791";"64225-X";"Plus Bevegelsesføler 400   ALU";"";"938211";"3000";"";"";"hlr-system/Print/GRUPPE14/1410791.eps"
"1410792";"64225-X";"Plus Bevegelsesføler 400    SORT";"";"938211";"4000";"";"";""
"1471485";"59399-X";"RS16/TS 7D";"";"938211";"2000";"";"";"hlr-system/Print/GRUPPE14/1471485.eps"
"1471516";"18421-X";"L-675 RS enkel";"Universalkappe,lav 18mm";"938211";"3000";"";"";"hlr-system/Print/GRUPPE14/1471516.eps"
"1471519";"18421-X";"L-676 RS dobbel";"Universalkappe,lav 18mm";"938211";"4000";"";"";""
"1471567";"18421-X";"L-808 RS trippel";"Universalkappe,lav 18mm";"938211";"6000";"";"";""
"1471575";"18421-X";"L - 887 RS 16 enkel";"";"938211";"8000";"<b>Universalkappe, 25mm</b>";"";""
"1471577";"18421-X";"L - 889 RS 16 enkel";"Universalkappe, 33mm";"938211";"10000";"";"";""
"1471579";"18421-X";"L - 888 RS 16 dobbel";"Universalkappe, 33mm";"938211";"11000";"";"";""
"1471569";"18421-X";"L - 890 RS 16 trippel";"Universalkappe, 33mm";"938211";"12000";"";"";""
"1471565";"18421-X";"L 792";"Påveggskappe inf. stikkontakt";"938211";"14000";"";"";""
"1471535";"18421-X";"Admiral universal kapsling IP44";"Påveggskappe inf. stikkontakt";"938211";"15000";"";"";"hlr-system/Print/GRUPPE14/1471535.eps"
"1471528";"18421-X";"L 3025 Enkel";"Hjørnekappe";"938211";"17000";"";"";"hlr-system/Print/GRUPPE14/1471528.eps"
"1471530";"18421-X";"L 3066 Dobbel";"Hjørnekappe";"938211";"18000";"";"";"hlr-system/Print/GRUPPE14/1471530.eps"
"1471529";"18421-X";"L 3026 Enkel";"Skråkappe";"938211";"20000";"";"";"hlr-system/Print/GRUPPE14/1471529.eps"
"1472100";"18527-X";"Effektmodul 100 - 700W";"";"948535";"2000";"";"";"hlr-system/Print/GRUPPE14/1472100.eps"
"1472105";"18527-X";"Effektmodul 100-600W viklede trafoer";"";"948535";"3000";"";"";""
"1420698";"18527-X";"Effektmodul universal tavle 50-500W";"";"948535";"4000";"";"";""
"1472101";"18532-X";"Innbyggingsdimmer 50 - 700W";"";"948535";"2000";"";"";""
"1420699";"18532-X";"Dimmer universal tavle 50-500W";"";"948535";"3000";"";"";""
"1472233";"64340-X";"60-300 W glødelamper, polarhv. Vri";"";"948535";"2000";"";"";"hlr-system/Print/GRUPPE14/1472233.eps"
"1472229";"64340-X";"60-500 W glødelamper, polarhv. Trykk/vri";"";"948535";"3000";"";"";""
"1472104";"64340-X";"25-1000W glødelamper, polarhv. Trykk/vri";"";"948535";"4000";"";"";""
"1472200";"64340-X";"20-360W elektronisk trafo Trykk/vri";"";"948535";"5000";"";"";""
"1472238";"64340-X";"Elektronisk potensiometer 1 - 10 V";"";"948535";"6000";"";"";"hlr-system/Print/GRUPPE14/1472238.eps"
"1472241";"64340-X";"20-500 VA viklede trafoer Trykk/vri";"";"948535";"8000";"";"";""
"1472243";"64340-X";"10-525W glødelamper eller Trykk/vri";"";"948535";"9000";"";"Tronic Trafo.El.nr. 66 301 05 - 14 - 16 - 17

er elektronisk og lydløs.";""
"1472255";"64340-X";"315W  Lysdimmer med 2-polet bryter";"";"948535";"12000";"";"";"hlr-system/Print/GRUPPE14/1472255.eps"
"1472260";"64340-X";"10-525W  glødelamper og 230V Halogen Trykk/vri";"";"948535";"13000";"";"";""
"1472242";"64340-X";"Universaldimmer 50-420W/VA Trykk/vri";"";"948535";"14000";"";"";""
"1472148";"64340-X";"Universaldimmer 420W Touch";"";"948535";"15000";"";"";""
"1472211";"64340-X";"20 - 70 W lav-volt halogen";"Lednings - bordimmer";"948535";"18000";"Med innebygget elektronisk trafo";"";"hlr-system/Print/GRUPPE14/1472211.eps"
"1472213";"64340-X";"20 - 105 W lav-volt halogen";"Lednings - bordimmer";"948535";"19000";"";"";""
"1401663";"64311-X";"MRC2 16 Effektregulator, hvit";"";"948535";"2000";"";"";"hlr-system/Print/GRUPPE14/1401663.eps"
"1401664";"64311-X";"MRC2 16 Effektregulator, aluminium";"";"948535";"3000";"";"";"hlr-system/Print/GRUPPE14/1401664.eps"
"1401665";"64311-X";"MRC2 16 Effektregulator, antrasitt";"";"948535";"4000";"";"";"hlr-system/Print/GRUPPE14/1401665.eps"
"1472201";"18535-X";"MRC 16H 16A";"";"948535";"2000";"";"";""
"1472202";"18535-X";"MRW  16H 16A";"";"948535";"3000";"";"";"hlr-system/Print/GRUPPE14/1472202.eps"
"1472208";"18535-X";"MRC - 1000H 1000W";"";"948535";"4000";"";"";""
"9791760";"63991-1";"KOBLINGSUR M/J 24 TIMERS INNSTILLING";"";"991112";"3000";"";"<b>Døgn- og ukeprogram Display med LCD og batteri</b>";""
"9791761";"63991-1";"KOBLINGSUR M/J DIGITAL";"";"991112";"6000";"";"";""
"1424317";"63968-X";"DIG.KOPL.UR 24T/7D.2K.DTS 7/2";"";"972827";"2000";"";"";""
"1424318";"63968-X";"DIG.KOPL.UR 24T/7D.1K.DTS 7/1";"";"972827";"3000";"";"";""
"1474119";"18571-1";"MM 7592H Døgn-/ukeur, 1-kanal";"";"948535";"6000";"<b>Beskrivelse</b>
220 V, 50 Hz
Enkel programmering etter norsk bruksanvisning. Døgn- og ukeprogram.
Korteste koblingstid 1 min.";"";"hlr-system/Print/GRUPPE14/1474119.eps"
"1474563";"18571-1";"MM 7511 1 kanal 30 lagerplasser";"";"948535";"13000";"10A vekselkontakt
Automatisk omstilling av sommer-/vintertid
Sluttekontakt 10 A, 250 V, cosø = 1,0
For innfelt montasje i veggbok,eller påveggskappe
El.nr. 54 913 49
Ytre mål: B x H = 84 x 84 mm";"(112 koblingsmuligheter)";""
"1474566";"18571-1";"MM 7512 2 kanaler 30 lagerplasser";"";"948535";"18000";"Vekselkontakt 10 A, 250 V, cosø = 1,0
For skinnemontasje
Ytre mål: B x H x D = 70 x 105 x 60 mm";"(112 koblingsmuligheter)";"hlr-system/Print/GRUPPE14/1474566.eps"
"1474578";"18571-1";"MM 7598 1 kanal 30 lagerplasser";"";"948535";"23000";"Vekselkontakt 10 A, 250 V, cosø = 1,0
For skinnemontasje
Ytre mål: B x H x D = 70 x 105 x 60 mm";"(112 koblingsmuligheter)

Vekselkontakter 16 A, 250 V, cosø=1,0";""
"1474172";"18571-1";"Snappfeste for MM 7598/7599";"";"948535";"26000";"";"";""
"1474173";"18571-1";"Spennbøyle MM 7573 30 lagerplasser";"";"";"27000";"";"";""
"1474570";"18571-1";"MM 7595 1 kanal Døgn/Ukeur 30 lagerplasser";"";"948535";"32000";"";"";""
"1474573";"18571-1";"MM 7596 2 kanaler Døgn/Ukeur 30 lagerplasser";"";"948535";"33000";"";"Vekselkontakter 10 A

Skinnemontering

Ytre mål B x H x D= 35 x 90 x 60 mm.";"hlr-system/Print/GRUPPE14/1474573.eps"
"1474144";"18571-2";"MM 7544 døgnskive, minimum 30 min. intervall";"Uten gangreserve:";"948535";"45000";"";"";"hlr-system/Print/GRUPPE14/1474144.eps"
"1474145";"18571-2";"MM 7545 Ukeskive,   minimum     2 T intervall";"Uten gangreserve:";"948535";"46000";"";"";""
"1474146";"18571-2";"MM 7544 Q, som ovenfor døgnskive,";"";"948535";"48000";"<b>Med gangreserve 100 t:</b>";"Quartzstyrt skritt motor";""
"1474158";"18571-2";"MM 7558 Q ukeskive, min. 2t intervall.";"";"948535";"51000";"<b>Med gangreserve 100 t:</b>";"";""
"1474166";"18571-2";"MM7586 ÅRSUR 1-KANAL 220V";"Årsur";"948535";"53000";"";"";"hlr-system/Print/GRUPPE14/1474166.eps"
"1474167";"18571-2";"MM7587 ÅRSUR 2-KANALER 220V";"Årsur";"948535";"54000";"";"";""
"1474168";"18571-2";"MM7588 ÅRSUR 3-KANALER 220V";"Årsur";"948535";"55000";"";"";""
"1474169";"18571-2";"MM7589 ÅRSUR 4-KANALER 230V";"Årsur";"948535";"56000";"";"";""
"1474165";"18571-2";"MM7585 RADIOMOTTAKER";"Tilbhør kontaktur";"948535";"58000";"";"";"hlr-system/Print/GRUPPE14/1474165.eps"
"1474170";"18571-2";"MM7576 PROGRAMMERINGSNØKKEL MM758X";"Tilbhør kontaktur";"948535";"59000";"";"";"hlr-system/Print/GRUPPE14/1474170.eps"
"1474212";"18683-X";"Opptrekksur  0-120 MIN. 2-POLET";"";"948535";"6000";"";"";""
"1474214";"18683-X";"Opptrekksur  0-30 MIN. 2-POLET";"";"948535";"7000";"";"";"hlr-system/Print/GRUPPE14/1474214.eps"
"1474215";"18683-X";"Opptrekksur  0-60 MIN. 2-POLET";"";"948535";"8000";"";"";""
"1474217";"18683-X";"Opptrekksur  0-120 MIN. VEKS.KONT. INF.";"";"948535";"9000";"";"";""
"1474218";"18683-X";"Opptrekksur  0-240 MIN. 2-POL.INF.";"";"948535";"10000";"";"";""
"1474219";"18683-X";"Opptrekksur  0-6 TIMER 2 POL.INF.";"";"948535";"11000";"";"";""
"1474220";"18683-X";"Opptrekksur  0-12 TIMER 2-POL.INF.";"";"948535";"12000";"";"";""
"1474221";"18683-X";"Opptrekksur  0-6 TIMER VEKSELKONT. INF.";"";"948535";"13000";"";"";""
"1460832";"59522-X";"Synkron dagur  1 - kanal 1 mod.";"Analoge ur";"945242";"5000";"";"";"hlr-system/Print/GRUPPE14/1460832.eps"
"1460835";"59522-X";"Kvarts dagur 1 - kanal 2 mod.";"Analoge ur";"945242";"6000";"";"";""
"1460837";"59522-X";"Kvarts dag-/ukeur 2 kanal 4 mod.";"Analoge ur";"945242";"7000";"";"";""
"1460838";"59522-X";"Kvarts dagur 1 kanal 2 mod.";"Digitale ur";"945242";"9000";"";"";"hlr-system/Print/GRUPPE14/1460838.eps"
"1460839";"59522-X";"Kvarts ukeur 1 kanal 2 mod.";"Digitale ur";"945242";"10000";"";"";""
"1460840";"59522-X";"Kvarts ukeur 2 kanal 2 mod.";"Digitale ur";"945242";"11000";"";"";""
"1460842";"59522-X";"Z7-SDM/AK-2TE BERØRINGSDEKSEL";"";"945242";"14000";"<b>Tilleggsutstyr</b>";"";""
"1460865";"64419-X";"Easy 4kanal uke-/årsur";"";"945242";"2000";"";"";""
"1475270";"64160-X";"UKEUR 1-KANAL 1TE 230V/16A MINI";"";"955590";"2000";"";"";"hlr-system/Print/GRUPPE14/1475270.eps"
"1475271";"64160-X";"UKEUR 1-KANAL 2TE 230V/16A TOP";"";"955590";"3000";"";"";"hlr-system/Print/GRUPPE14/1475271.eps"
"1475272";"64160-X";"UKEUR 2-KANAL 2TE 230V/16A TOP";"";"955590";"4000";"";"";""
"1475273";"64160-X";"UKEUR 1-KANAL 2TE 230V/16A PROFI";"";"955590";"5000";"";"";""
"1475274";"64160-X";"UKEUR 1-KANAL 2TE 24V/16A PROFI";"";"955590";"6000";"";"";""
"1475275";"64160-X";"UKEUR 2-KANAL 2TE 230V/16A PROFI";"";"955590";"7000";"";"";""
"1475276";"64160-X";"UKEUR 2-KANAL 2TE 24V/16A PROFI";"";"955590";"8000";"";"";""
"1475277";"64160-X";"UKEUR 1-KANAL 2TE 230V/16A ASTRO";"";"955590";"9000";"";"";""
"1475278";"64160-X";"UKEUR 2-KANAL 2TE 230V/16A ASTRO";"";"955590";"10000";"";"";""
"1475292";"64160-X";"ÅRSUR 4-KANAL 4TE 230/16A EXPERT";"";"955590";"11000";"";"";""
"1475279";"64160-X";"PC PROGRAMERINGS SETT F/ 7LF44..";"";"955590";"12000";"";"";"hlr-system/Print/GRUPPE14/1475279.eps"
"1475280";"64160-X";"MINNEBRIKKE F/7LF44 PROFI/ASTRO";"";"955590";"13000";"";"";"hlr-system/Print/GRUPPE14/1475280.eps"
"1476501";"18696-X";"H 302/3 innvendig skala";"";"952365";"1870900";"";"";""
"1477636";"60074-X";"Fotocelle Coala topp med overspenningsvern PX 42-Ø";"";"965871";"2000";"";"";""
"1477637";"60074-X";"Fotocelle Coala  med overspenningsvern, komlpett PX 42-2";"";"965871";"3000";"";"";""
"1478012";"18707-1";"Eurolux 2 ,5 - 100  Forsinkelse  inn/ut 10-20 sek.";"";"937169";"6000";"";"";"hlr-system/Print/GRUPPE14/1478012.eps"
"1478060";"18707-2";"Fotocellebryter justerbar lux  FCL-16A";"";"948535";"16000";"";"";"hlr-system/Print/GRUPPE14/1478060.eps"
"1474236";"18707-2";"FCN-2P Fotocellebryter, komplett";"";"948535";"25000";"<b>Type FCN</b>
230 V +10%, -15%, 50 Hz,1-pol. sluttekontakt 8 A
Kapslingsgrad tilsvarer IP 20 - forsterker.
IP 44 - lysføler.
Egetforbruk 5,5 VA
Tilledningsmotstand maks. 10 ohm.
Maks belastning: gl. lamper1150W, komp. lysrør 460 W
ukomp. lysrør 920 W, komp. dampl. 465 W, ukomp. dampl. 850 W";"";"hlr-system/Print/GRUPPE14/1474236.eps"
"1478089";"18707-3";"2240 W-53 16A";"";"949210";"32000";"";"";"hlr-system/Print/GRUPPE14/1478089.eps"
"1480148";"18707-4";"16A  5-2000 lux,  med innbyggingscelle EE101";"";"971790";"35000";"";"";"hlr-system/Print/GRUPPE14/1480148.eps"
"1480198";"18707-4";"Fotocelle påvegg 8A STD EE701";"";"971790";"36000";"";"";""
"1480199";"18707-4";"Fotocelle påvegg 16A COMF EE702";"";"971790";"37000";"";"";""
"1478028";"63797-X";"Fotocelle Night Matic 2000 Sort";"";"938941";"2000";"";"";""
"1478029";"63797-X";"Fotocelle Night Matic 2000 Hvit";"";"938941";"3000";"";"";""
"1478420";"63797-X";"Fotocelle Night Matic 3000 Sort";"";"938941";"4000";"";"";""
"1478421";"63797-X";"Fotocelle Night Matic 3000 Hvit";"";"938941";"5000";"";"";""
"1478441";"64394-X";"Sensor IS 2160 Sort";"";"938941";"2000";"";"";""
"1478442";"64394-X";"Sensor IS 2160 Hvit";"";"938941";"3000";"";"";""
"1478033";"18822-X";"Watch Dog m/brukerfjernkontroll";"";"949210";"2000";"";"";""
"1478034";"18822-X";"Servicefjernkontroll";"";"949210";"3000";"";"";""
"1478035";"18822-X";"Brukerfjernkontroll";"";"949210";"4000";"";"";""
"1478090";"18822-X";"Watch Dog Komfort 180°";"";"949210";"5000";"";"";""
"1478100";"18822-X";"Kodensator for Watch Dog";"";"949210";"6000";"";"";""
"1471100";"18822-X";"Wave Line 10A med batteridrift (3x1,5V batterier)";"";"949210";"7000";"";"";""
"1471101";"18822-X";"Wave Line mottager";"";"949210";"8000";"";"";""
"1478093";"18822-X";"Watch Dog 180°";"Innfelt 10 A";"949210";"13000";"Virkeområde 180°, rekkevidde 12 m front, 6m til hver
side. Tidsforsinkelse 10 sek. - 32 min.
Lysnivåinnstilling: 5 - 1000 lux";"";"hlr-system/Print/GRUPPE14/1478093.eps"
"1471255";"18822-X";"Påveggskappe 1701";"Innfelt 10 A";"949210";"14000";"";"";""
"1478099";"18822-X";"Watch Dog 180° 420W";"Innfelt 420 W for el.trafoer og glødelamper";"949210";"18000";"Belastning 420W. Tidsforsinkelse 10sek.sek-32min.
lysnivåinnstilling 5-1000 lux";"";"hlr-system/Print/GRUPPE14/1478099.eps"
"1471258";"18822-X";"Påveggskappe 2551";"Innfelt 420 W for el.trafoer og glødelamper";"949210";"19000";"";"";""
"1478091";"18822-X";"Presensmelder 6813";"";"949210";"21000";"<b>Busch Presens 360</b>";"";"hlr-system/Print/GRUPPE14/1478091.eps"
"1478050";"18822-X";"Komfortbryter Jussi 6815-214";"";"949210";"23000";"<b>Komfortbryter</b>";"";""
"1478131";"63293-X";"Bevegelsesføler  Artic SP300P";"Innfelt";"975265";"3000";"";"";""
"1478136";"63293-X";"Bevegelsesføler Artic PIR APD 400E";"Innfelt";"975265";"4000";"";"";""
"1478137";"63293-X";"Bevegelsesføler Artic PIR APD 400";"Innfelt";"975265";"5000";"";"";""
"1478138";"63293-X";"Bevegelsesføler Artic PIR APR 10";"Innfelt";"975265";"6000";"";"";""
"1478141";"63293-X";"Bevegelsesføler Argus 110 Basic";"Bevegelsesføler IP55";"975265";"8000";"";"";""
"1478142";"63293-X";"Bevegelsesføler Argus 220 Basic";"Bevegelsesføler IP55";"975265";"9000";"";"";""
"1478143";"63293-X";"Bevegelsesføler Argus 220 Connect";"Bevegelsesføler IP55";"975265";"10000";"";"";""
"1478144";"63293-X";"Bevegelsesføler Argus 220 Timer";"Bevegelsesføler IP55";"975265";"11000";"";"";""
"1478155";"63293-X";"Radiomodul Argus 220";"Bevegelsesføler IP55";"975265";"12000";"";"";""
"1478156";"63293-X";"Montasjebrakett Argus 110/220";"Bevegelsesføler IP55";"975265";"13000";"";"";""
"1478154";"63293-X";"Bevegelsesføler Argus 360 Takmontasje";"Bevegelsesføler IP55";"975265";"14000";"";"";""
"1478130";"18848-1";"UNI SB 16  1.200 lux";"";"975265";"3000";"";"1 sluttekontakt, tidsforsinkelse 30 sek.";""
"1478180";"18848-2";"FC 16A  3-400 lux";"";"938211";"9000";"";"";"hlr-system/Print/GRUPPE14/1478180.eps"
"1478163";"59696-X";"BF 180";"";"938211";"2000";"";"";"hlr-system/Print/GRUPPE14/1478163.eps"
"1478164";"59696-X";"RS 16/PIR 300GL";"";"938211";"3000";"";"";""
"1478165";"59696-X";"RS 16/PIR 500 Universal";"";"938211";"4000";"";"";""
"1478182";"59696-X";"RS 16/400 PIR S";"";"938211";"5000";"";"";"hlr-system/Print/GRUPPE14/1478182.eps"
"1478184";"59696-X";"RS16/400 PIRD";"";"938211";"6000";"";"";""
"1478186";"59696-X";"RS 16/2300 PIR";"";"938211";"7000";"";"";""
"1478529";"63617-X";"Bevegelsesmelder 1 kanal lys 360° 10A 230V";"";"948535";"2000";"";"";"hlr-system/Print/GRUPPE14/1478529.eps"
"1478530";"63617-X";"Bevegelsesmelder 2 kanals lys/ventilasjon 360° 10A 230V";"";"948535";"3000";"";"";""
"1478532";"63617-X";"Bevegelsesmelder 2 kanals ""klasserom"" 360° 10A 230V";"";"948535";"4000";"";"";""
"1477510";"63617-X";"Bevegelsesmelder kompakt 2000° 14meter";"";"948535";"5000";"";"";"hlr-system/Print/GRUPPE14/1477510.eps"
"1477799";"63617-X";"Bevegelsesmelder 1-30 min. veggboks lav";"";"948535";"6000";"";"";"hlr-system/Print/GRUPPE14/1477799.eps"
"1477709";"63617-X";"Bevegelsesmelder 1-30 min. veggboks høy";"";"948535";"7000";"";"";""
"1401643";"63617-X";"Servolux Bevegelsesmelder PIR 180/14";"";"948535";"8000";"";"";""
"1401666";"63617-X";"Servolux Bevegelsesmelde PIR M/FC OG DIMMER";"";"948535";"9000";"";"";""
"1401667";"63617-X";"Takfeste til SE41-232/233";"";"948535";"10000";"";"";""
"1478424";"64395-X";"Sensor IS 2180-2 Sort";"";"938941";"2000";"";"";""
"1478425";"64395-X";"Sensor IS 2180-2 Hvit";"";"938941";"3000";"";"";""
"1478426";"64395-X";"Sensor IS 2180-2 Inox";"";"938941";"4000";"";"";""
"1478438";"64395-X";"Sensor IS 2180-5 Sort";"";"938941";"5000";"";"";""
"1478439";"64395-X";"Sensor IS 2180-5 Hvit";"";"938941";"6000";"";"";""
